"Label","Variable","Minimumas","Q1.25.","Mediana","Vidurkis","Q3.75.","Maksimumas","Dispersija","Neegzistuojancios.reiksmes"
0,"RR_l_0.RR_l_1",0.29277566539924,0.977464249233912,1.00557211150432,1.03718882398357,1.0341298256538,2.4954954954955,0.0537200025465703,0
0,"RR_l_1.RR_l_2",0.283088235294118,0.968228692750986,1,1.01353568665349,1.02758664627931,2.28421052631579,0.0493734936491039,0
0,"signal_mean",-0.55474729225698,-0.2811043963603,-0.226318172916413,-0.212952627583823,-0.164766172511764,0.712351208636345,0.0155099348175498,0
0,"signal_std",0.138068590202717,0.243521977472386,0.268817623123824,0.302485552902848,0.35411688160422,0.840842102618341,0.0147894071814059,0
0,"R_val",0.750090096047372,1.19469036601995,1.60157178741048,1.57603091140325,1.90638570050612,3.04155397151852,0.201127506674238,1
0,"P_val",-0.565525791294101,-0.236795185047715,-0.156453241823273,-0.100594967303666,-0.0653360702968087,2.13823792150047,0.0796579834005852,0
1,"RR_l_0.RR_l_1",0.130323679727428,0.919865771812081,0.993355408388521,1.14636025514574,1.06372595247076,3.62962962962963,0.426347793308749,0
1,"RR_l_1.RR_l_2",0.164229471316085,0.918781025923883,0.993333333333333,1.17027349420024,1.04827586206897,4.91213389121339,0.512533765206723,0
1,"signal_mean",-1.26169770513363,-0.208560174126361,-0.14961502271242,-0.150323557256987,-0.0751376879370611,0.221751281029248,0.01798900328538,0
1,"signal_std",0.0615488452890079,0.1303366421547,0.150632801673793,0.161539468121423,0.165407097239912,0.587919210570487,0.00450550796382591,0
1,"R_val",-0.456912779947404,0.456535117634975,0.583224677575164,0.646909495626778,0.735245507200481,2.75555604306449,0.115087220919156,0
1,"P_val",-1.09595615827629,-0.205317408197861,-0.150334007601868,-0.130434622080864,-0.0583408806433687,1.26115615170065,0.0304015734555787,0
2,"RR_l_0.RR_l_1",0.324110671936759,0.97743972445465,1.080309449254,1.19242930328541,1.45693367786391,2.37894736842105,0.157570042139961,0
2,"RR_l_1.RR_l_2",0.320754716981132,0.621621621621622,0.97191288065438,0.94598468761954,1.07937147461724,2.40458015267176,0.139803552068022,0
2,"signal_mean",-1.10307960061491,-0.242008916982712,-0.169277937434966,-0.187729868638611,-0.0937008284411902,0.192369911517066,0.027196157903715,0
2,"signal_std",0.0685756218010874,0.399045638158946,0.4968377717167,0.518845581356998,0.617153002091635,1.07788353941979,0.0358806604745483,0
2,"R_val",0.115912575718726,0.709820710342888,0.998820447182538,1.21201737773418,1.59281158329558,3.13766671063114,0.444319547704647,1
2,"P_val",-0.896843199245335,0.369615212570318,0.635776362643871,0.619215636346731,0.873984808424325,2.19555834159439,0.236426679015377,0
