RR_l_0,RR_l_0.RR_l_1,RR_l_1,RR_l_1.RR_l_2,RR_l_2,RR_l_2.RR_l_3,RR_l_3,RR_l_3.RR_l_4,RR_r_0,RR_r_0.RR_r_1,RR_r_1,RR_r_1.RR_r_2,RR_r_2,RR_r_2.RR_r_3,RR_r_3,RR_r_3.RR_r_4,seq_size,signal_mean,signal_std,wl_side,wr_side,P_val,Q_val,R_val,S_val,T_val,P_pos,Q_pos,R_pos,S_pos,T_pos,label,is_outlier
0.0940860215053763,0.175827812810043,0.0931899641577061,0.175835209109597,0.0922939068100358,0.679707091376075,0.133730834752981,0.487153951392243,0.0913978494623656,0.156535290504058,0.0887096774193548,0.19066285433192,0.132879045996593,0.185873942355549,0.0905017921146953,0.177094464441365,0.155797101449275,0.494011035069914,0.127164894270263,0.303149606299213,0.0921895006402049,0.364901369129841,0.417748660215685,0.461147514662264,0.422126862318116,0.389072020462031,0.388235294117647,0.552325581395349,0.502762430939227,0.488888888888889,0.811111111111111,0,False
0.0931899641577061,0.175835209109597,0.0922939068100358,0.179551920300939,0.0887096774193548,0.680265666549596,0.129471890971039,0.482390917631069,0.0887096774193548,0.154385005857088,0.0878136200716846,0.185873942355549,0.135434412265758,0.191861797186454,0.0887096774193548,0.165283782643542,0.146135265700483,0.497594120021205,0.0878155103574935,0.283464566929134,0.088348271446863,0.371464252160852,0.425826909335758,0.416127896776197,0.423771198436491,0.391894479810619,0.394117647058824,0.558139534883721,0.497237569060773,0.483333333333333,0.872222222222222,0,False
0.0922939068100358,0.179551920300939,0.0887096774193548,0.18098274164023,0.0842293906810036,0.677296148837673,0.130323679727428,0.48239604432265,0.0878136200716846,0.150104396130639,0.0905017921146953,0.191861797186454,0.133730834752981,0.180263062277451,0.0958781362007168,0.17581329080726,0.142512077294686,0.497424952512471,0.075909531389683,0.271653543307087,0.088348271446863,0.3741357453751,0.430012149681661,0.390164473503595,0.420525513037719,0.393993029057279,0.329411764705882,0.546511627906977,0.486187845303867,0.472222222222222,0.8,0,False
0.0887096774193548,0.18098274164023,0.0842293906810036,0.173376157046,0.0851254480286738,0.677299345078182,0.131175468483816,0.478650611620795,0.0905017921146953,0.1554566911313,0.0887096774193548,0.180263062277451,0.140545144804089,0.19060361466924,0.0949820788530466,0.168929603700834,0.144927536231884,0.500128645342845,0.0837392972399529,0.271653543307087,0.0909090909090909,0.365707707642754,0.432541338720015,0.384834696856488,0.425878548043247,0.40405383679552,0.352941176470588,0.540697674418605,0.480662983425414,0.472222222222222,0.777777777777778,0,False
0.0842293906810036,0.173376157046,0.0851254480286738,0.173384344393635,0.0860215053763441,0.674964251668255,0.136286201022147,0.477428280180574,0.0887096774193548,0.145089063221043,0.0958781362007168,0.19060361466924,0.1396933560477,0.183843457778156,0.0994623655913978,0.188067471459901,0.144927536231884,0.520018221534979,0.120359618691244,0.279527559055118,0.088348271446863,0.39398112065115,0.436389424983579,0.462815435100517,0.443657396499901,0.410376640130314,0.382352941176471,0.546511627906977,0.49171270718232,0.483333333333333,0.827777777777778,0,False
0.0860215053763441,0.167402872895177,0.0913978494623656,0.165450804535296,0.0985663082437276,0.677788369876072,0.143100511073254,0.489220183486238,0.0949820788530466,0.148289430210555,0.0994623655913978,0.20263788968825,0.13458262350937,0.190655119216728,0.0887096774193548,0.18098274164023,0.155797101449275,0.494470694920963,0.0827311054537965,0.295275590551181,0.0947503201024328,0.374717739865501,0.427280352939322,0.397458950454929,0.421604209677071,0.385124419740947,0.329411764705882,0.552325581395349,0.49171270718232,0.477777777777778,0.827777777777778,0,False
0.0913978494623656,0.165450804535296,0.0985663082437276,0.174637008581793,0.0985663082437276,0.681553860819828,0.136286201022147,0.485488614893161,0.0994623655913978,0.165088993124719,0.0896057347670251,0.190655119216728,0.133730834752981,0.19568029786697,0.0842293906810036,0.159438016432134,0.159420289855072,0.478998415470974,0.0856527411460303,0.291338582677165,0.0998719590268886,0.35084205221835,0.409487225228396,0.378502603991347,0.41139960884099,0.387349893445957,0.364705882352941,0.534883720930233,0.475138121546961,0.466666666666667,0.844444444444444,0,False
0.0985663082437276,0.174637008581793,0.0985663082437276,0.184282522830616,0.0913978494623656,0.679227411001075,0.133730834752981,0.483954755743747,0.0896057347670251,0.154378091758543,0.0887096774193548,0.19568029786697,0.129471890971039,0.174522200421481,0.0958781362007168,0.174637008581793,0.154589371980676,0.49178200243831,0.10008566477069,0.307086614173228,0.089628681177977,0.374571144995382,0.421671508327433,0.41973591835335,0.417915619477387,0.394055517219906,0.4,0.563953488372093,0.502762430939227,0.488888888888889,0.855555555555556,0,False
0.0985663082437276,0.184282522830616,0.0913978494623656,0.178323192371153,0.0887096774193548,0.678271125125272,0.132879045996593,0.480901275171658,0.0887096774193548,0.158869890462197,0.0842293906810036,0.174522200421481,0.140545144804089,0.189448441247002,0.0958781362007168,0.179429810693009,0.143719806763285,0.501617311422279,0.0808734035036478,0.275590551181102,0.088348271446863,0.376029634349664,0.434891069005994,0.386099779888868,0.430094570711696,0.400366047005725,0.388235294117647,0.552325581395349,0.49171270718232,0.483333333333333,0.794444444444445,0,False
0.0913978494623656,0.178323192371153,0.0887096774193548,0.175873612972669,0.0878136200716846,0.676367429897297,0.135434412265758,0.484719219306959,0.0842293906810036,0.139957544993078,0.0958781362007168,0.189448441247002,0.140545144804089,0.194155234818356,0.0922939068100358,0.172270011220119,0.138888888888889,0.494153911255719,0.0753021523110008,0.271653543307087,0.0845070422535211,0.371445135472767,0.422199124421142,0.373266783975693,0.418280159706909,0.391187783242671,0.382352941176471,0.552325581395349,0.49171270718232,0.477777777777778,0.805555555555555,0,False
